aviario,fb.pre_inicial,fb.inicial_1,fb.inicial_2,fb.crescimento,fb.abate,cap_silo,tipo_aviario,global,mort_inicial,cama,gmd,iep,mortalidade,salmonella,densidade,caaj,a01,a02,a03,a08,a09,a10,a11,c07,c08,d01,d02,d03,d04_bin,d05_bin,f15,h01,h02,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,x01,i01,f01,f02,f03,f04,f05,f06,c05,c06,c12,y03,y04,class_av,peso.7d,mult.7d,peso.14d,mult.14d,peso.21d,mult.21d,peso.28d,mult.28d,peso.35d,mult.35d,peso.42d,mult.42d,coef_correcao,fb.pre_inicial_ajustado,fb.inicial_1_ajustado,fb.inicial_2_ajustado,fb.crescimento_ajustado,fb.abate_ajustado
1049,240,0.15895177086233514,0.9114653419341529,1.4373902043655455,-0.11063555477148541,1.4315397606769484,2,1,"0,64",14,75.0,408.0,5.53,"0,153846154",13,1.751,1,0,0,0,1,1,0,0,1,1,0,0,0,1,5,1,0,0,0,0,1,0,0,1,1,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-0.47553517118680666,0.11131965232706445,-0.47553517118680666,0.11131965232706445,-0.47553517118680666,0.11131965232706445,-0.47553517118680666,0.11131965232706445,-0.47553517118680666,0.11131965232706445,-0.47553517118680666,0.11131965232706445,0.9240196078431373,221.76470588235296,0.14687455297818713,0.842211847816607,1.3281767329554184,-0.1022294219334559
1298,250,-0.9285955844556373,-2.292666074037578,0.06689046509288145,-0.727831650005949,0.5445216054528571,3,0,"0,775","5,5",72.6,399.0,7.585,"0,583333333",14,1.7205,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,5,0.22693086116196698,-0.49623088798533443,0.22693086116196698,-0.49623088798533443,0.22693086116196698,-0.49623088798533443,0.22693086116196698,-0.49623088798533443,0.22693086116196698,-0.49623088798533443,0.22693086116196698,-0.49623088798533443,0.9448621553884712,236.21553884711778,-0.8773948254129705,-2.16625340830117,0.06320226902259726,-0.6877005815845684
314,260,-0.20356401424365567,0.44026954546772185,-1.3607134299828103,1.4764401186885638,-1.2295147049953257,1,0,"0,78",14,72.1,386.0,5.95,0,12,1.764,1,0,0,1,0,0,1,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,1,-0.09728423069131314,-0.6811375741673693,-0.09728423069131314,-0.6811375741673693,-0.09728423069131314,-0.6811375741673693,-0.09728423069131314,-0.6811375741673693,-0.09728423069131314,-0.6811375741673693,-0.09728423069131314,-0.6811375741673693,0.9766839378238342,253.9378238341969,-0.1988177030307207,0.4300041933713242,-1.3289869510453873,1.4420153490818357
925,240,-1.5327885596322885,1.9480960941603012,-0.5612552487404229,0.19796249284574638,0.5445216054528571,2,0,"0,79",6,70.9,371.0,8.49,"0,538461538",13,1.726,1,0,1,0,1,0,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.7132534989418872,0.3754720611585408,0.7132534989418872,0.3754720611585408,0.7132534989418872,0.3754720611585408,0.7132534989418872,0.3754720611585408,0.7132534989418872,0.3754720611585408,0.7132534989418872,0.3754720611585408,1.0161725067385445,243.88140161725067,-1.5575775929417057,1.9796016913704408,-0.5703321530327209,0.2011640425952733
315,250,-1.291111369561628,0.534508704761008,-0.3328386255283122,1.6086964248102344,0.10101252784081136,2,0,"0,84",12,73.2,390.0,6.92,"0,384615385",14,1.765,1,0,0,1,0,1,0,0,1,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-0.9618578089667268,-1.6849167277269803,-0.9618578089667268,-1.6849167277269803,-0.9618578089667268,-1.6849167277269803,-0.9618578089667268,-1.6849167277269803,-0.9618578089667268,-1.6849167277269803,-0.9618578089667268,-1.6849167277269803,0.9666666666666667,241.66666666666666,-1.2480743239095737,0.5166917479356411,-0.32174400467736847,1.5550732106498932
662,260,1.004821936109647,-1.5387527996912884,1.4944943601685732,-3.0643597248221326,0.10101252784081136,1,0,"0,86","11,5",67.6,349.5,7.03,"0,583333333",13,1.816,1,0,1,0,1,1,0,1,0,1,0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,5,0.06482331523532692,-0.8924595012325512,0.06482331523532692,-0.8924595012325512,0.06482331523532692,-0.8924595012325512,0.06482331523532692,-0.8924595012325512,0.06482331523532692,-0.8924595012325512,0.06482331523532692,-0.8924595012325512,1.0786838340486409,280.45779685264665,1.0838851785789325,-1.6598277696240793,1.6120869063907068,-3.3054752968753762
316,260,1.1256605311449772,-0.6906003660517126,-0.8467760277555613,-0.022464684023704905,0.10101252784081136,2,0,"0,51",18,69.6,360.0,4.22,"0,692307692",13,1.782,1,0,0,1,0,1,0,0,1,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,1.2536119853640177,1.3792512147181566,1.2536119853640177,1.3792512147181566,1.2536119853640177,1.3792512147181566,1.2536119853640177,1.3792512147181566,1.2536119853640177,1.3792512147181566,1.2536119853640177,1.3792512147181566,1.0472222222222223,272.27777777777777,1.17881672289349,-0.7232120500041547,-0.886762673510685,-0.023525516324824303
1173,230,0.27979036589766537,0.6287478640542943,0.46661955571407515,-0.15472099014537566,0.5445216054528571,2,0,"1,02",17,72.3,368.0,9.12,"0,384615385",14,1.773,1,0,0,0,1,1,0,0,1,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,5,1.902042169070578,2.330199886511473,1.902042169070578,2.330199886511473,1.902042169070578,2.330199886511473,1.902042169070578,2.330199886511473,1.902042169070578,2.330199886511473,1.902042169070578,2.330199886511473,1.0244565217391304,235.625,0.2866330650636409,0.6441248498599699,0.47803144702229977,-0.1585049274043658
817,260,-1.291111369561628,3.1732051649730217,-1.760442520604004,-1.7417966636054247,-2.781796476637486,1,0,"0,63","6,5",70.8,387.0,4.375,"0,416666667",13,1.722,0,1,1,1,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-1.5562521440310737,-2.1075605818573444,-1.5562521440310737,-2.1075605818573444,-1.5562521440310737,-2.1075605818573444,-1.5562521440310737,-2.1075605818573444,-1.5562521440310737,-2.1075605818573444,-1.5562521440310737,-2.1075605818573444,0.9741602067183462,253.28165374677002,-1.2577493186685627,3.0912101994698427,-1.714953049787363,-1.6967889978791864
726,250,-1.291111369561628,1.0999436605207253,-0.2757344697252846,-0.06655011939759516,-1.2295147049953257,2,0,"1,07",8,73.0,390.0,5.5,"0,461538462",13,1.738,1,0,1,0,1,0,1,0,1,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.4430742557308204,1.458496937367598,0.4430742557308204,1.458496937367598,0.4430742557308204,1.458496937367598,0.4430742557308204,1.458496937367598,0.4430742557308204,1.458496937367598,0.4430742557308204,1.458496937367598,0.9666666666666667,241.66666666666666,-1.2480743239095737,1.0632788718367012,-0.26654332073444176,-0.06433178208434198
319,280,1.004821936109647,-0.030926250998709194,1.4944943601685732,-0.5074044731364977,-0.5642510885772573,2,0,"0,86","12,5",70.35,349.5,6.73,"0,416666667",13,1.824,1,0,1,0,1,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-1.5562521440310737,-1.2358576327134692,-1.5562521440310737,-1.2358576327134692,-1.5562521440310737,-1.2358576327134692,-1.5562521440310737,-1.2358576327134692,-1.5562521440310737,-1.2358576327134692,-1.5562521440310737,-1.2358576327134692,1.0786838340486409,302.0314735336194,1.0838851785789325,-0.03335964700003824,1.6120869063907068,-0.547329002496308
482,260,1.3673377212156377,0.6287478640542943,-0.5612552487404229,-1.3009423098665223,-0.34249654977123434,1,0,"0,67",18,70.3,366.0,5.67,"0,461538462",13,1.797,0,1,0,1,0,1,0,0,1,1,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.010787466593113559,0.4283025429248351,0.010787466593113559,0.4283025429248351,0.010787466593113559,0.4283025429248351,0.010787466593113559,0.4283025429248351,0.010787466593113559,0.4283025429248351,0.010787466593113559,0.4283025429248351,1.030054644808743,267.8142076502732,1.4084325707603698,0.647644657782702,-0.578123575888359,-1.3400416689062264
321,240,1.2464991261803076,1.2884219791072977,-2.502796546043364,1.4764401186885638,0.7662761442588799,1,0,"0,68",9,72.7,376.0,7.46,"0,384615385",13,1.788,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,1,0,0,0,3,-0.36746347390237993,-1.7377472094932769,-0.36746347390237993,-1.7377472094932769,-0.36746347390237993,-1.7377472094932769,-0.36746347390237993,-1.7377472094932769,-0.36746347390237993,-1.7377472094932769,-0.36746347390237993,-1.7377472094932769,1.002659574468085,240.63829787234042,1.249814283430787,1.2918486333070511,-2.5094529198360322,1.4803668211318843
1050,250,0.038113175827004867,-1.0675570032248574,0.46661955571407515,1.3882692479407832,1.4315397606769484,3,0,"0,44","32,5",71.9,385.0,7.14,"0,583333333",14,1.7495,1,0,0,1,0,0,1,1,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,2,2.226257260923858,1.7490645870822215,2.226257260923858,1.7490645870822215,2.226257260923858,1.7490645870822215,2.226257260923858,1.7490645870822215,2.226257260923858,1.7490645870822215,2.226257260923858,1.7490645870822215,0.9792207792207792,244.80519480519482,0.03732121373189827,-1.0453740005604448,0.45692356494599046,1.359422094736819
322,280,0.27979036589766537,-0.5021220474651402,-1.3607134299828103,-1.0364296976231808,0.5445216054528571,2,0,"0,59",8,66.6,373.0,5.36,"0,692307692",13,1.725,1,0,0,0,1,0,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,2,-3.5015426951507513,-2.6358653995202994,-3.5015426951507513,-2.6358653995202994,-3.5015426951507513,-2.6358653995202994,-3.5015426951507513,-2.6358653995202994,-3.5015426951507513,-2.6358653995202994,-3.5015426951507513,-2.6358653995202994,1.0107238605898123,283.0026809651475,0.2827907987759245,-0.5075067343012275,-1.3753055311086313,-1.0475442252116332
323,250,0.15895177086233514,-1.350274481104716,-1.0180884951646443,0.3743042343413074,0.3227670666468342,2,0,"0,93",7,68.2,364.0,6.44,1,12,1.753,1,0,0,0,1,0,1,0,0,1,0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,2,0.11885916387754027,-0.8396290194662522,0.11885916387754027,-0.8396290194662522,0.11885916387754027,-0.8396290194662522,0.11885916387754027,-0.8396290194662522,0.11885916387754027,-0.8396290194662522,0.11885916387754027,-0.8396290194662522,1.0357142857142858,258.92857142857144,0.16462861982170426,-1.398498569715599,-1.0544487985633817,0.3876722427106398
716,250,-0.0827254192083254,-0.40788288817185403,-0.6754635603464783,-1.565454922109864,0.10101252784081136,2,0,"0,82",12,69.2,358.0,7.29,"0,769230769",13,1.79,1,0,1,0,1,1,0,1,0,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.6051818016574605,0.48113302469113417,0.6051818016574605,0.48113302469113417,0.6051818016574605,0.48113302469113417,0.6051818016574605,0.48113302469113417,0.6051818016574605,0.48113302469113417,0.6051818016574605,0.48113302469113417,1.053072625698324,263.26815642458104,-0.0871158744177058,-0.4295303040245502,-0.7113121850576042,-1.6485377252385998
1098,230,-1.8953043447382794,1.8538569348670149,0.009786309289853782,-0.37514816701482695,-0.34249654977123434,2,0,"0,91","12,5",71.4,380.0,6.115,0,14,1.7325,1,0,0,0,1,1,0,0,1,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,5,0.5511459530152472,-1.0773661874145815,0.5511459530152472,-1.0773661874145815,0.5511459530152472,-1.0773661874145815,0.5511459530152472,-1.0773661874145815,0.5511459530152472,-1.0773661874145815,0.5511459530152472,-1.0773661874145815,0.9921052631578947,228.18421052631578,-1.8803414157008718,1.839221222223328,0.009709048953354936,-0.37218647095944674
324,270,0.038113175827004867,0.15755206758786322,-0.3899427813313399,-0.28697729626704643,0.3227670666468342,2,0,"0,94",6,68.3,364.0,7.41,"0,615384615",12,1.733,1,0,1,0,1,0,1,0,0,1,0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.38903840708860704,-0.41698516533588825,0.38903840708860704,-0.41698516533588825,0.38903840708860704,-0.41698516533588825,0.38903840708860704,-0.41698516533588825,0.38903840708860704,-0.41698516533588825,0.38903840708860704,-0.41698516533588825,1.0357142857142858,279.64285714285717,0.039474360677969327,0.16317892714457263,-0.40386930923603065,-0.29722648541944097
674,260,0.6423061510036562,-0.9733178439315713,1.5515985159716008,-0.11063555477148541,-1.007760166189303,2,0,"1,215","12,5",72.85,359.5,7.28,0,"13,5",1.8685,1,0,1,1,0,1,0,0,1,0,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,0,1,0,0,3,0.7132534989418872,0.1641501340933588,0.7132534989418872,0.1641501340933588,0.7132534989418872,0.1641501340933588,0.7132534989418872,0.1641501340933588,0.7132534989418872,0.1641501340933588,0.7132534989418872,0.1641501340933588,1.0486787204450625,272.65646731571627,0.6735727925685072,-1.0206977111605071,1.6271283463735562,-0.11602115201349095
1051,270,-0.5660797993496465,0.534508704761008,-0.5041510929373952,0.3743042343413074,-0.34249654977123434,2,0,"0,75",7,73.8,413.0,7.0,"0,461538462",13,1.707,1,0,0,0,1,0,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,4,1.0915044394373776,0.34905682027539364,1.0915044394373776,0.34905682027539364,1.0915044394373776,0.34905682027539364,1.0915044394373776,0.34905682027539364,1.0915044394373776,0.34905682027539364,1.0915044394373776,0.34905682027539364,0.9128329297820823,246.46489104116222,-0.5167362817307911,0.48791714696101696,-0.46020571921888137,0.34167723086361473
383,260,0.8839833410743168,1.5711394569871562,-0.04731784651317389,2.1377216492969175,-2.1165328602194173,1,0,"0,975","6,5",71.55,369.5,8.08,"0,5","12,5",1.811,0,1,0,0,1,1,0,1,0,1,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,1,0,0.0,1,1,0,0,2,-0.09728423069131314,-0.8396290194662522,-0.09728423069131314,-0.8396290194662522,-0.09728423069131314,-0.8396290194662522,-0.09728423069131314,-0.8396290194662522,-0.09728423069131314,-0.8396290194662522,-0.09728423069131314,-0.8396290194662522,1.020297699594046,265.27740189445194,0.9019261693775844,1.603029973705434,-0.04827828994713547,2.181112481150035
524,250,-1.1702727745262977,1.1941828198140114,-0.10442200231620156,-1.4772840513620833,0.10101252784081136,2,0,"1,09",8,73.0,397.0,6.5,"0,230769231",13,1.696,1,0,0,0,1,0,1,0,1,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.4430742557308204,1.6169883826664857,0.4430742557308204,1.6169883826664857,0.4430742557308204,1.6169883826664857,0.4430742557308204,1.6169883826664857,0.4430742557308204,1.6169883826664857,0.4430742557308204,1.6169883826664857,0.9496221662468514,237.40554156171285,-1.111316967245376,1.134022476246555,-0.09916144804334506,-1.4028616810163863
368,270,1.6090149112862984,-0.2194045695852816,0.8092444905322411,-0.6396607792581684,0.10101252784081136,2,1,"1,01",14,74.4,408.0,8.34,"0,076923077",13,1.749,1,0,0,0,1,0,1,0,1,1,0,0,0,1,5,1,0,0,0,0,1,0,0,1,1,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.2809667098041803,-0.3905699244527411,0.2809667098041803,-0.3905699244527411,0.2809667098041803,-0.3905699244527411,0.2809667098041803,-0.3905699244527411,0.2809667098041803,-0.3905699244527411,0.2809667098041803,-0.3905699244527411,0.9240196078431373,249.48529411764707,1.4867613273405258,-0.20273412434718424,0.7477577767908209,-0.5910591024027684
847,260,-0.20356401424365567,1.9480960941603012,-0.9609843393616166,0.5065605404629782,-1.2295147049953257,2,0,"0,69",18,70.2,375.0,7.32,"0,615384615",14,1.765,1,0,1,1,0,1,0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,5,0.22693086116196698,0.3754720611585408,0.22693086116196698,0.3754720611585408,0.22693086116196698,0.3754720611585408,0.22693086116196698,0.3754720611585408,0.22693086116196698,0.3754720611585408,0.22693086116196698,0.3754720611585408,1.0053333333333334,261.3866666666667,-0.20464968898628852,1.958485939995823,-0.9661095891715453,0.5092621966787807
507,250,1.2464991261803076,1.1941828198140114,-0.04731784651317389,-0.06655011939759516,-0.16509291872641607,1,0,"1,04",18,75.3,403.0,6.33,"0,384615385",13,1.746,0,1,0,1,0,1,0,0,1,1,0,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.8213251962263138,0.7452854335226105,0.8213251962263138,0.7452854335226105,0.8213251962263138,0.7452854335226105,0.8213251962263138,0.7452854335226105,0.8213251962263138,0.7452854335226105,0.8213251962263138,0.7452854335226105,0.9354838709677419,233.87096774193546,1.1660798277170619,1.1171387669227848,-0.04426508222200138,-0.06225656330742772
1052,250,-0.4452412043143162,0.534508704761008,0.12399462089590912,-0.11063555477148541,-0.34249654977123434,2,0,"0,77",7,71.4,395.0,6.45,"0,384615385",13,1.726,1,0,1,0,1,0,1,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,4,0.4430742557308204,0.32264157939224647,0.4430742557308204,0.32264157939224647,0.4430742557308204,0.32264157939224647,0.4430742557308204,0.32264157939224647,0.4430742557308204,0.32264157939224647,0.4430742557308204,0.32264157939224647,0.9544303797468354,238.60759493670886,-0.42495173171265116,0.510151346063038,0.11834423310824745,-0.10559393455405064
329,280,1.1256605311449772,-0.6906003660517126,0.12399462089590912,-0.6396607792581684,0.3227670666468342,2,0,"1,205",19,72.75,402.0,5.13,"0,416666667",13,1.7025,1,0,0,1,0,1,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0.0,1.0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.8753610448685273,1.6434036235496328,0.8753610448685273,1.6434036235496328,0.8753610448685273,1.6434036235496328,0.8753610448685273,1.6434036235496328,0.8753610448685273,1.6434036235496328,0.8753610448685273,1.6434036235496328,0.9378109452736318,262.58706467661693,1.0556567667702896,-0.6476525820932728,0.11628351263123816,-0.5998808800505709
859,240,-0.4452412043143162,0.06331290829457702,0.46661955571407515,-0.37514816701482695,0.5445216054528571,2,0,"1,12",7,71.9,390.0,7.06,"0,538461538",13,1.726,1,0,1,0,1,1,0,0,1,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,4,-0.69167856575566,-0.7603832968168107,-0.69167856575566,-0.7603832968168107,-0.69167856575566,-0.7603832968168107,-0.69167856575566,-0.7603832968168107,-0.69167856575566,-0.7603832968168107,-0.69167856575566,-0.7603832968168107,0.9666666666666667,232.0,-0.4303998308371723,0.06120247801809112,0.45106557052360596,-0.3626432281143327
949,250,0.27979036589766537,-1.350274481104716,-0.6183594045434506,-0.022464684023704905,0.5445216054528571,2,0,"1,14","10,5",68.4,362.0,5.31,"0,666666667",13,1.7575,1,0,1,0,1,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-1.448180446746647,-1.7377472094932769,-1.448180446746647,-1.7377472094932769,-1.448180446746647,-1.7377472094932769,-1.448180446746647,-1.7377472094932769,-1.448180446746647,-1.7377472094932769,-1.448180446746647,-1.7377472094932769,1.0414364640883977,260.35911602209944,0.29138388934646364,-1.4062250811504915,-0.6439820318035383,-0.023395541096510354
330,290,-0.8077569894203069,-0.2194045695852816,0.7521403347292135,-0.022464684023704905,-0.6086019963384618,1,0,"0,59",16,69.2,322.0,8.88,"0,615384615",12,1.833,0,1,0,1,0,1,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,2,0.7132534989418872,0.21698061585965311,0.7132534989418872,0.21698061585965311,0.7132534989418872,0.21698061585965311,0.7132534989418872,0.21698061585965311,0.7132534989418872,0.21698061585965311,0.7132534989418872,0.21698061585965311,1.170807453416149,339.53416149068323,-0.9457279037622848,-0.2568805053840098,0.8806115099158803,-0.026301819493592386
331,250,-0.9285955844556373,0.8172261826408667,-0.04731784651317389,0.28613336359352687,-0.34249654977123434,2,1,"1,34",10,71.5,376.0,5.65,"0,153846154",13,1.756,1,0,1,0,1,1,0,0,0,1,0,0,1,0,4,1,0,0,1,0,0,0,0,1,1,0.0,1.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,5,-0.09728423069131314,0.6132092291068699,-0.09728423069131314,0.6132092291068699,-0.09728423069131314,0.6132092291068699,-0.09728423069131314,0.6132092291068699,-0.09728423069131314,0.6132092291068699,-0.09728423069131314,0.6132092291068699,1.002659574468085,250.66489361702128,-0.931065253563232,0.8193996565308689,-0.047443691849645094,0.2868943565818075
433,280,1.7298535063216285,-0.2194045695852816,1.6087026717746284,-1.6095403574837541,-0.1207420109652115,2,0,"1,17",16,70.2,346.0,9.7,"0,615384615",13,1.775,1,0,0,1,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1,1,1,0,0,0,0,1,0.0,1,0,0,0,2,-0.36746347390237993,-0.5226461288684816,-0.36746347390237993,-0.5226461288684816,-0.36746347390237993,-0.5226461288684816,-0.36746347390237993,-0.5226461288684816,-0.36746347390237993,-0.5226461288684816,-0.36746347390237993,-0.5226461288684816,1.0895953757225434,305.08670520231215,1.884840381165474,-0.23906220443251783,1.7528349920781356,-1.753747730553108
332,270,-0.4452412043143162,-0.40788288817185403,-0.7896718719525336,1.2560129418191124,0.7662761442588799,2,0,"0,83",11,74.5,393.0,6.07,"0,615384615",13,1.735,1,0,0,0,1,1,0,0,1,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.17289501251975362,0.11131965232706445,0.17289501251975362,0.11131965232706445,0.17289501251975362,0.11131965232706445,0.17289501251975362,0.11131965232706445,0.17289501251975362,0.11131965232706445,0.17289501251975362,0.11131965232706445,0.9592875318066157,259.00763358778624,-0.4271143359452855,-0.3912769690605317,-0.757522380982456,1.2048775548748227
1053,250,-0.5660797993496465,0.9114653419341529,-0.9038801835585889,-0.5074044731364977,-0.34249654977123434,2,0,"0,8",7,73.4,406.0,5.5,"0,307692308",13,1.691,1,0,0,0,1,0,1,1,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.4430742557308204,-0.20566323827071092,0.4430742557308204,-0.20566323827071092,0.4430742557308204,-0.20566323827071092,0.4430742557308204,-0.20566323827071092,0.4430742557308204,-0.20566323827071092,0.4430742557308204,-0.20566323827071092,0.9285714285714286,232.14285714285714,-0.5256455279675288,0.8463606746531419,-0.839317313304404,-0.47116129648389077
420,260,1.004821936109647,-0.2194045695852816,0.29530708830499214,0.19796249284574638,-3.4470600930555544,1,0,"0,55",12,68.8,334.0,7.38,"0,538461538",13,1.853,0,1,0,0,1,1,0,1,0,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.17289501251975362,0.6924549517563161,0.17289501251975362,0.6924549517563161,0.17289501251975362,0.6924549517563161,0.17289501251975362,0.6924549517563161,0.17289501251975362,0.6924549517563161,0.17289501251975362,0.6924549517563161,1.1287425149700598,293.47305389221555,1.134185239261488,-0.24765126566961423,0.3333256655418624,0.22344868204445026
333,280,-0.20356401424365567,-0.40788288817185403,-3.302254727285751,1.2560129418191124,0.7662761442588799,2,0,"0,79",11,73.2,393.0,8.1,"0,307692308",13,1.756,1,0,1,0,1,1,0,0,1,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,1,0,0,0,3,0.17289501251975362,-0.20566323827071092,0.17289501251975362,-0.20566323827071092,0.17289501251975362,-0.20566323827071092,0.17289501251975362,-0.20566323827071092,0.17289501251975362,-0.20566323827071092,0.17289501251975362,-0.20566323827071092,0.9592875318066157,268.6005089058524,-0.1952764207884432,-0.3912769690605317,-3.1678117867346773,1.2048775548748227
858,240,0.521467555968326,-0.5963612067584264,0.7521403347292135,0.19796249284574638,0.5445216054528571,2,0,"0,91",7,72.8,397.0,4.7,"0,538461538",12,1.689,1,0,1,0,1,1,0,0,1,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,4,-0.7457144143978734,-0.6547223332842221,-0.7457144143978734,-0.6547223332842221,-0.7457144143978734,-0.6547223332842221,-0.7457144143978734,-0.6547223332842221,-0.7457144143978734,-0.6547223332842221,-0.7457144143978734,-0.6547223332842221,0.9496221662468514,227.90931989924434,0.4951971501260929,-0.5663178210275233,0.7142491339871876,0.1879895712918045
334,310,-0.5660797993496465,-0.030926250998709194,-0.9609843393616166,2.1818070846708078,-1.6730237826073715,1,1,"0,97",10,74.2,404.0,4.91,"0,538461538",12,1.718,0,1,0,1,0,1,0,0,1,0,1,0,1,0,6,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2,-0.7997502630400868,-1.632086245960686,-0.7997502630400868,-1.632086245960686,-0.7997502630400868,-1.632086245960686,-0.7997502630400868,-1.632086245960686,-0.7997502630400868,-1.632086245960686,-0.7997502630400868,-1.632086245960686,0.9331683168316832,289.2821782178218,-0.5282477335515265,-0.028859397590379622,-0.8967601384636869,2.0359932448536995
