fazenda;fb.total;gmd;iep;mortalidade;mort_inicial;vazio;ef_microb;classificacao;densidade;caaj
297;5360;70;370;7,7;0,6;17;20;4;14;1,752
298;5640;71;380;7,1;0,6;17;10;5;14;1,758
299;5950;71;360;5;0,9;18;60;2;13;1,847
300;5860;71;380;5,9;1;16;30;3;12;1,76
302;5530;73;390;7,6;0,9;16;50;2;13;1,725
303;5480;70;350;7,2;0,8;16;60;3;13;1,761
304;5140;70;390;5,6;0,8;16;40;3;13;1,745
305;5410;72;390;6,4;1,2;17;40;3;14;1,675
306;6020;71;360;9,5;1,2;17;60;4;13;1,764
307;5960;72;380;6;0,6;18;40;3;13;1,765
308;5730;71;380;7,8;0,6;18;70;3;13;1,754
309;5760;72;400;5,4;1;17;60;3;13;1,718
310;5300;69;370;6,1;1;17;70;4;14;1,804
311;5640;68;350;8,1;1,3;17;60;3;14;1,886
312;6410;70;360;8,7;1,2;16;80;2;13;1,781
313;5280;70;380;5;0,9;16;50;3;13;1,719
314;5600;72;390;4,4;0,8;17;10;2;12;1,699
315;5900;73;390;6,4;0,8;16;30;4;14;1,717
316;5300;68;360;4,8;0,6;16;60;3;13;1,798
317;5270;70;370;7,1;0,7;14;70;1;13;1,768
318;5740;72;400;5,7;0,9;18;30;3;13;1,694
319;5840;68;350;6,6;0,9;17;50;3;13;1,84
321;5810;73;390;7,1;0,7;16;50;3;13;1,752
322;5120;66;370;5,2;0,7;16;60;2;14;1,761
323;5290;69;370;6,3;0,9;17;90;2;13;1,755
324;5460;68;370;7,1;1;17;70;2;13;1,772
325;5370;70;390;6,2;0,8;19;40;3;13;1,728
326;5400;70;380;5,8;0,9;19;40;3;13;1,752
327;5250;69;350;6,7;0,8;19;70;3;13;1,783
328;5610;70;370;6;0,7;19;40;3;13;1,784
329;5460;72;400;4,6;1,2;16;40;2;14;1,712
330;5290;68;330;7,6;0,7;18;70;2;12;1,817
331;5640;71;390;5,4;1,3;16;10;5;13;1,724
332;5940;73;380;7;0,9;17;60;2;13;1,733
333;5820;73;380;5,4;0,7;17;30;2;13;1,742
334;6010;72;400;5,4;0,8;18;50;2;12;1,705
335;5520;67;320;13,1;0,8;18;80;2;13;1,857
336;6000;69;320;11,6;0,9;18;80;2;13;1,882
337;5360;72;390;5,3;1,2;17;50;5;14;1,693
338;5310;71;370;6,3;1;15;60;4;14;1,738
339;5370;68;360;8,5;1,2;19;0;4;12;1,783
340;5190;72;390;6;1,2;16;60;2;14;1,696
345;5970;72;400;6;1,1;16;20;3;13;1,678
347;5590;69;360;6,4;0,8;16;30;3;13;1,796
348;5360;69;370;6,1;0,8;17;20;3;14;1,732
349;5790;71;400;4,8;0,6;17;60;2;13;1,703
350;5200;68;360;6,2;1,3;17;40;3;12;1,764
351;5800;67;360;7,5;0,9;15;40;4;14;1,84
352;5800;69;380;5,7;1;15;40;4;14;1,754
353;5550;68;360;5,8;0,9;15;70;4;14;1,788
354;5380;67;350;6,5;0,9;15;50;4;14;1,79
355;5630;71;370;6,6;0,7;14;70;2;13;1,758
356;5680;68;370;5,5;0,7;16;60;2;13;1,742
357;5310;69;380;5,7;1;16;70;3;14;1,755
360;5600;74;410;5,5;1,2;22;40;3;14;1,687
361;5690;74;410;4,5;1;22;60;3;14;1,662
362;5690;74;400;5,6;0,8;24;70;3;14;1,669
363;5770;74;400;5,2;0,9;22;50;3;14;1,664
365;5340;68;370;5,5;1,1;16;40;3;13;1,77
366;5840;69;360;9,3;1,2;15;50;3;13;1,762
367;5530;72;390;6,4;1,2;16;60;4;14;1,682
368;5800;73;410;4,7;0,9;17;10;3;13;1,72
369;5590;72;390;5,8;1,2;16;90;3;13;1,683
370;5520;70;380;6,2;0,4;19;20;2;12;1,738
371;5650;73;390;6,4;1,4;15;20;5;13;1,686
373;5790;70;360;7,8;0,8;17;50;3;14;1,759
374;5550;69;350;7,9;1;17;60;3;14;1,824
375;5200;68;350;8,5;0,9;16;60;2;14;1,811
376;5520;70;360;8,4;1,4;15;40;3;13;1,724
378;6240;72;370;7;0,5;16;80;4;13;1,746
379;6030;69;360;7,5;0,9;17;90;4;14;1,801
380;5590;67;350;6,8;0,8;18;90;4;14;1,841
381;5520;69;360;6;0,7;17;40;3;13;1,774
383;6170;70;370;8,4;1;16;40;2;13;1,734
384;5870;68;360;5,4;0,8;17;20;3;12;1,833
385;5740;68;360;5,7;0,6;17;40;3;13;1,789
386;5200;68;370;6,7;1,4;18;50;3;14;1,77
387;5590;67;350;7,9;1;16;30;2;12;1,779
388;5310;71;380;7,2;0,5;17;20;2;13;1,701
391;5220;63;300;11,6;3;17;40;2;10;1,953
392;4960;68;370;4,7;0,9;19;60;4;12;1,771
393;4840;69;380;3;0,9;19;40;4;13;1,727
394;5470;72;380;5,4;0,9;17;40;2;12;1,735
395;5600;65;330;7,1;2,9;17;20;4;14;1,893
396;5370;66;340;5,8;2,1;17;20;2;13;1,835
397;5480;68;370;7,5;1,8;15;80;1;12;1,749
399;4920;69;360;9;3,7;16;60;3;14;1,699
400;4880;68;360;9;3,3;16;40;3;14;1,75
401;5380;68;340;10,2;2,6;16;50;3;14;1,802
405;5650;66;340;7,4;1,3;16;60;3;12;1,849
406;5610;66;320;8,3;1;16;60;4;12;1,89
407;5540;70;370;7,5;1,7;18;20;3;12;1,729
408;5360;66;370;5,5;0,4;17;70;2;13;1,747
409;5720;66;320;7,4;0,5;20;60;3;12;1,939
410;5810;67;320;8,5;0,6;20;60;3;12;1,929
411;6120;70;360;6,8;1;16;80;3;12;1,763
412;5640;69;380;5,7;0,9;16;80;1;13;1,737
413;5700;72;370;6,1;1,7;18;60;2;13;1,712
414;5820;72;390;6,4;1,4;17;50;2;13;1,69
415;5540;70;380;3,8;0,7;17;60;1;12;1,739
416;5370;68;350;7,7;0,5;16;40;2;14;1,84
418;5520;65;360;4,4;0,5;16;30;2;12;1,779
419;5910;70;360;7,4;0,7;16;60;2;13;1,761
420;5620;69;350;7,3;0,6;17;50;3;13;1,797
421;5720;70;370;6,8;0,7;17;40;3;13;1,785
422;5030;68;370;6,6;0,9;17;80;2;14;1,735
423;5520;68;350;6,3;1,6;17;60;2;13;1,773
424;5340;66;360;7,2;1,5;17;30;2;13;1,792
425;5660;70;380;6,1;0,8;15;80;1;12;1,726
426;5510;70;390;6,3;0,7;17;70;1;12;1,769
427;5560;70;380;6,4;0,7;16;40;2;12;1,718
428;5510;68;350;6,2;1;17;50;2;12;1,818
429;5720;67;360;6,3;1,1;17;50;3;12;1,798
430;5740;70;370;6,8;1,1;16;30;5;14;1,777
431;5510;70;380;6,7;0,7;18;60;3;13;1,763
432;6000;73;380;8;0,7;16;60;3;13;1,74
433;5650;70;360;9,2;1;17;70;2;13;1,753
434;5860;70;370;6,5;0,8;17;60;3;13;1,772
435;5380;70;390;4,8;0,6;18;70;3;13;1,696
436;5320;69;360;6,3;0,7;18;40;3;13;1,787
437;5320;67;360;5,7;0,5;17;50;3;13;1,783
438;6010;71;380;6;0,9;16;40;3;14;1,705
439;5390;67;370;5,6;0,8;17;10;4;12;1,771
440;5560;72;390;5,9;0,9;17;40;4;14;1,715
441;5690;71;360;7,7;0,5;17;80;3;13;1,764
442;5380;68;360;7,8;1;16;80;3;14;1,777
443;5810;67;340;7,3;0,6;20;50;3;12;1,85
444;5810;71;410;5,6;1,5;18;10;3;11;1,701
445;4970;66;330;8,1;1,2;17;80;1;12;1,826
447;5160;68;340;6,9;1,4;16;60;3;14;1,818
448;5220;70;380;4,5;0,9;16;10;4;13;1,735
449;5850;70;390;4,9;1;16;20;1;12;1,72
450;5310;69;370;7,2;1,1;16;0;4;14;1,794
451;5880;72;380;5;1,2;16;60;2;12;1,763
452;5790;66;370;6,8;1,1;15;10;4;12;1,766
453;5570;70;370;8,1;1;18;70;1;12;1,753
454;5780;75;410;5,2;1,1;16;30;3;14;1,643
455;5250;70;370;6,9;1,5;16;50;3;14;1,732
456;5450;70;380;7;0,9;17;20;3;14;1,734
457;5380;69;360;9;1,6;15;90;4;13;1,773
458;5750;73;400;5,6;1,1;16;40;5;14;1,641
459;5710;66;360;7,2;1;17;70;3;13;1,753
461;5700;71;360;7,9;1,6;16;40;2;12;1,782
462;5410;71;370;7;1,8;16;80;4;14;1,704
463;4710;67;360;6,6;1,5;16;40;4;13;1,764
465;5380;72;380;7,6;1,1;17;70;2;14;1,695
466;5640;71;360;8,9;1;16;10;3;14;1,778
467;5200;69;360;7,6;0,8;17;30;5;14;1,765
468;5680;73;400;5,9;0,9;16;10;4;14;1,681
469;5320;67;360;8,5;2,2;17;60;3;13;1,782
470;5700;70;340;7,7;1,2;16;30;2;13;1,815
471;5530;69;370;5,8;1,1;16;40;2;13;1,772
472;5540;68;360;5,4;0,8;17;70;1;12;1,759
473;5280;65;360;4,8;0,8;16;70;3;13;1,797
474;5250;67;360;6,8;1,6;17;20;3;13;1,802
475;5700;71;390;5,4;0,7;16;80;4;13;1,732
476;5430;74;410;4,5;0,7;16;90;3;13;1,623
477;5160;69;370;5,7;1,2;16;80;4;13;1,713
478;5720;71;390;6,2;2,2;16;60;3;13;1,689
479;5260;69;370;4,9;0,7;16;50;3;13;1,793
480;5530;66;360;5,5;0,6;17;60;2;13;1,82
481;5280;70;370;6,6;0,8;18;20;2;12;1,775
482;5610;70;370;5,7;0,7;16;60;3;12;1,789
483;5520;68;370;5,7;0,9;17;80;3;14;1,752
484;5600;70;380;4,9;0,9;17;50;3;13;1,763
487;5300;70;380;6,4;0,9;16;40;4;14;1,752
488;5590;73;400;6;0,6;17;40;3;13;1,701
490;5590;70;350;6,8;0,8;16;30;4;14;1,818
491;5240;72;380;5,5;0,6;16;40;3;13;1,739
494;5530;66;330;10,2;2,7;17;50;1;12;1,841
495;5700;68;360;8,3;1,3;16;50;1;13;1,767
496;6090;71;380;7,5;1,4;16;70;1;13;1,749
498;5450;69;380;6,9;1,1;17;60;2;11;1,737
499;5410;69;380;5,1;0,8;17;70;3;13;1,736
501;5650;68;360;7,2;0,8;15;70;2;13;1,775
502;5560;66;350;9,2;1,5;15;60;3;13;1,79
503;5620;72;400;5,8;1,6;18;30;5;13;1,687
504;5690;73;400;6,5;1,7;18;20;4;13;1,701
505;5660;72;400;5,2;1;16;40;2;14;1,695
506;5490;69;350;9,4;1;16;80;3;13;1,762
507;6210;75;400;6,3;1,1;16;30;3;13;1,733
508;5340;72;380;8;0,7;18;70;2;13;1,768
509;5380;72;380;6,7;0,8;18;70;2;13;1,759
511;5940;68;340;6,3;0,7;18;60;2;11;1,943
512;5760;69;350;8,9;0,8;16;50;2;13;1,763
513;5090;63;340;5,2;0,6;15;50;2;12;1,825
514;5270;69;370;5,8;1,4;16;40;1;14;1,734
515;5590;70;380;6;1,4;16;50;2;14;1,733
518;5130;71;390;7,3;0,9;16;70;3;13;1,75
519;5140;72;370;6,2;1,1;16;60;3;13;1,818
520;5760;71;360;7,2;0,8;17;70;3;13;1,769
521;5340;67;370;5,1;0,8;17;20;3;12;1,809
522;5220;72;380;6,6;1,2;18;50;3;14;1,704
523;5010;68;350;9,2;2,2;16;60;3;13;1,785
524;5470;72;400;5,5;1,2;16;20;3;13;1,701
525;5740;71;380;6,8;0,9;16;40;3;13;1,725
527;5410;71;380;4,4;0,8;17;50;2;12;1,742
528;5950;69;380;4,8;1,1;16;20;3;12;1,779
529;5530;71;390;4,9;1,1;16;10;5;14;1,697
530;5410;69;350;7,3;0,8;16;30;3;14;1,818
531;5680;73;380;8,5;0,7;16;50;3;13;1,773
532;5050;66;350;5,8;0,6;18;50;1;10;1,843
533;5640;68;350;6,9;0,6;16;70;2;13;1,841
534;5870;68;340;9,7;0,6;16;70;2;12;1,833
535;5940;70;380;6,7;1,1;17;50;2;13;1,749
536;5740;67;330;7,7;1,3;16;70;2;12;1,863
537;5290;66;330;8,2;1,3;16;70;3;12;1,861
538;5610;68;360;6,5;0,7;17;50;2;12;1,8
539;5600;70;370;5,5;0,6;17;60;2;12;1,775
540;5740;71;380;5,9;0,8;18;50;2;13;1,749
541;5210;72;380;6,9;1;16;30;3;12;1,74
542;5840;73;410;4,7;0,8;18;50;2;12;1,676
543;5280;69;370;5,9;0,7;16;40;3;14;1,743
548;5460;69;380;4,6;1;17;70;1;12;1,76
549;5910;70;360;7,3;0,7;16;70;3;12;1,799
550;5970;72;400;4,7;0,8;16;0;4;12;1,713
551;5860;73;400;4,7;0,9;16;10;4;13;1,703
552;6090;72;380;8,3;1;17;40;2;13;1,703
553;6160;73;400;5,2;0,7;17;50;2;13;1,711
555;5650;69;370;6,1;0,7;15;80;2;13;1,787
556;5520;72;390;5,4;0,8;16;40;3;13;1,697
557;5460;73;390;7,6;0,9;16;60;3;13;1,698
558;5140;70;380;4,4;0,6;16;70;3;13;1,733
559;5700;71;380;5;0,7;16;40;3;13;1,72
560;6150;67;360;5,5;1,4;16;40;4;13;1,756
561;5820;70;370;6,8;1,1;15;40;4;13;1,732
562;5220;68;360;5,8;1;16;40;3;13;1,8
563;5890;72;390;6,9;1,4;17;50;1;13;1,748
564;5680;67;340;5,6;0,6;16;20;2;13;1,836
565;4930;73;400;5,5;0,8;17;50;4;14;1,643
566;5570;71;370;8,5;1,1;18;40;1;12;1,725
567;5490;70;380;5,8;0,7;18;30;3;13;1,761
568;5280;71;380;4,9;0,8;17;90;3;13;1,733
569;4900;69;370;7,3;1,7;16;60;2;12;1,726
570;4830;63;340;6,2;1,1;16;40;2;12;1,83
571;5420;71;390;7,3;1,4;18;0;3;14;1,725
572;5970;69;370;6;0,8;16;70;3;13;1,783
573;5580;68;360;7,3;0,8;17;70;2;13;1,79
574;5570;69;370;6,5;0,8;16;50;1;12;1,761
576;6140;73;400;5,6;0,9;17;60;2;13;1,713
577;5870;72;390;5,7;0,8;17;60;2;13;1,726
578;6010;71;370;7,6;1,1;16;50;2;12;1,76
579;6070;72;370;8,1;1,2;16;50;2;12;1,729
583;5440;70;380;4,8;1,1;15;80;3;14;1,685
584;5490;70;380;6;1,2;15;60;2;14;1,706
586;5860;66;330;7,5;1,5;16;50;1;10;1,892
587;5970;68;340;6,9;1,4;16;50;1;10;1,811
588;5820;69;350;7,3;1,4;16;50;1;10;1,871
589;5360;70;370;7,4;1;18;30;1;13;1,76
590;5360;71;370;7,2;1,6;17;30;1;13;1,72
591;5260;65;340;6,5;0,7;16;70;3;13;1,865
592;5400;66;340;7,5;1;16;70;4;14;1,832
593;5400;70;370;7,1;0,6;17;90;3;14;1,772
594;5710;71;390;5,2;1,1;16;20;4;13;1,706
595;5130;64;330;6,1;0,8;15;70;4;14;1,894
596;5480;69;350;6,8;1,2;17;50;3;13;1,767
597;5340;68;370;5,7;1;17;50;2;13;1,762
598;5830;68;340;6,6;0,9;18;50;4;13;1,793
599;5370;68;380;6,9;0,7;19;80;3;13;1,757
600;5200;68;380;5,7;1;16;60;2;11;1,768
601;5300;71;400;5,3;0,8;16;70;2;13;1,693
602;5460;68;370;6,8;1,8;16;90;2;13;1,722
603;5220;69;360;5,8;0,5;19;30;2;13;1,773
604;5360;68;360;7,3;1,5;16;50;3;14;1,809
605;6090;70;370;4,8;0,6;17;70;2;11;1,737
606;5510;70;390;4,1;1;15;80;3;13;1,69
607;5810;71;370;6,8;1,2;17;50;4;13;1,729
608;5410;71;390;5;0,6;17;50;3;13;1,721
609;5180;67;340;7,6;1;16;70;2;12;1,805
610;5660;71;370;6,4;1,3;16;60;1;12;1,776
611;5240;69;360;5,5;0,6;18;70;3;13;1,775
612;5380;72;380;5,1;0,8;18;90;3;13;1,745
613;5650;69;360;8;1,1;16;20;1;13;1,764
614;5460;71;380;6,2;0,8;17;90;3;13;1,742
615;5610;70;390;5,6;1;17;40;3;13;1,734
616;5690;69;350;8,9;1,5;15;50;4;13;1,837
617;5260;68;350;6,3;1,1;16;80;4;14;1,786
618;5810;67;350;8,3;1,2;16;70;2;13;1,806
619;5110;69;370;4;0,7;16;30;1;14;1,746
620;5340;66;360;5,1;0,7;17;40;1;12;1,786
621;5400;66;360;5,1;1,1;16;40;1;12;1,786
622;5290;64;340;7;1,3;16;70;4;13;1,86
623;5210;65;340;6,5;2,4;17;60;2;13;1,834
624;5820;68;360;5,7;0,7;16;60;4;11;1,828
625;5290;70;370;6,8;1;17;30;2;14;1,752
626;5250;71;380;6,9;1;18;70;4;14;1,77
627;5200;68;350;7,2;1,7;17;40;1;13;1,816
628;5530;66;340;8,6;0,7;17;70;4;14;1,82
630;5920;72;380;8;0,9;16;40;2;12;1,724
631;5520;65;340;7;1,4;17;60;1;13;1,837
632;5310;66;340;7,5;1,3;16;70;1;14;1,819
633;5540;65;340;6,8;0,8;16;70;4;13;1,863
634;5610;71;370;7,4;1,4;16;10;4;13;1,736
635;5530;67;340;6,7;0,8;17;60;2;12;1,804
636;5560;68;350;7,3;1,3;16;60;1;12;1,793
637;6010;69;360;9;1,4;16;60;1;12;1,777
638;5390;67;350;7,1;1,1;17;40;1;14;1,834
639;5420;67;340;6,4;1,2;16;40;1;13;1,833
640;5610;70;370;7,1;0,8;17;40;3;13;1,74
641;5290;68;360;5,5;1,7;17;70;2;12;1,761
642;5680;72;400;5,6;1,8;18;90;3;13;1,717
643;5820;69;340;9,5;0,5;18;40;2;12;1,841
644;5810;69;370;7,3;0,7;15;80;3;13;1,747
645;5390;71;390;5,6;0,6;17;60;4;12;1,716
646;5600;68;380;6,8;0,8;16;30;4;12;1,74
647;5600;69;370;5;0,9;16;40;4;12;1,74
648;5950;69;380;5,9;0,9;16;60;4;12;1,733
649;5720;68;360;7,9;0,9;16;80;3;12;1,796
650;5200;64;350;7,2;0,8;16;90;1;13;1,804
651;5540;71;400;5,6;0,8;18;70;2;12;1,713
652;5260;71;380;6,8;0,8;18;50;2;12;1,728
653;5560;72;390;4,9;0,6;16;60;3;13;1,72
654;5590;72;370;8,8;1,1;17;80;3;13;1,747
655;5940;70;370;6,8;1,1;16;60;2;13;1,761
657;5740;70;370;6,8;1;16;40;3;13;1,743
658;5980;73;380;6,4;1;16;20;4;13;1,744
659;5590;70;390;4,5;0,8;19;30;3;12;1,749
660;5240;70;390;4,5;0,8;18;10;3;12;1,735
661;5180;70;350;8,3;0,7;15;60;4;13;1,794
662;5310;68;350;6,8;0,8;17;60;4;13;1,799
663;5300;72;390;6,5;0,9;16;50;4;14;1,674
664;5920;74;410;5,3;1,3;16;0;4;13;1,658
665;5350;69;350;9,9;1,1;17;80;4;14;1,781
666;5020;69;350;8,5;0,9;16;70;3;14;1,809
667;5540;71;380;7,7;1,1;16;50;2;12;1,733
668;5820;68;340;7,2;1,4;16;40;1;13;1,808
669;5600;67;360;7,7;1,1;17;80;3;12;1,764
670;5760;68;350;6,1;0,9;17;80;3;12;1,803
671;5560;69;370;4,6;0,7;16;60;3;12;1,738
672;5300;68;370;4,8;0,6;16;70;3;12;1,748
673;5410;72;380;7,4;1,4;17;30;2;14;1,704
674;5930;73;380;6,6;1;18;0;3;14;1,769
675;5660;69;360;8,8;1,7;16;50;2;13;1,724
676;5380;74;400;4,6;0,9;16;30;1;9;1,699
677;5250;68;380;5;0,7;16;80;2;13;1,731
678;5490;68;370;5,5;0,5;16;60;3;14;1,763
679;5550;70;370;5,1;0,7;17;40;3;13;1,736
680;5410;68;370;5,5;0,7;17;50;3;14;1,785
681;5630;70;380;5,2;0,7;17;60;1;12;1,77
682;5570;69;350;6,7;0,9;17;40;1;12;1,779
684;5980;72;400;5,4;0,9;20;70;3;12;1,688
685;5760;72;390;5,9;0,9;21;70;3;12;1,717
686;5600;72;390;6,3;1;20;70;3;12;1,707
687;5710;72;400;5,5;0,7;15;70;3;13;1,71
688;5510;71;380;7,4;0,9;16;60;2;13;1,744
689;5290;67;350;5;0,7;16;60;2;13;1,824
690;5280;66;330;5,9;0,7;17;70;2;13;1,866
691;5860;69;380;6,5;0,9;18;60;2;13;1,771
692;5820;73;410;5,2;1,2;17;30;3;14;1,691
693;5290;70;380;5,9;0,9;16;60;2;12;1,734
694;5350;71;380;6,9;0,9;18;80;3;14;1,736
695;5240;69;370;7,2;1,2;18;70;3;13;1,777
696;5360;71;380;5,8;1,2;18;70;3;13;1,75
697;5420;71;360;7,9;1,2;18;50;3;13;1,811
698;5410;70;380;6,2;1,1;18;40;3;13;1,774
699;5460;68;360;7,2;1,1;17;60;3;14;1,807
700;5850;73;400;5,9;1,7;17;60;3;13;1,697
703;5250;69;370;5,3;0,8;16;30;3;13;1,74
704;5480;69;370;5,5;0,8;16;50;3;13;1,741
705;5560;72;390;5,7;1,1;18;40;3;13;1,689
706;5530;72;380;6,9;0,9;17;60;3;14;1,694
707;5810;71;360;9,7;1,2;17;50;3;14;1,733
708;5560;71;390;5,3;1,2;16;70;3;14;1,705
709;5360;73;410;4,5;0,8;16;70;3;13;1,661
710;5860;69;370;5,4;2;16;10;1;13;1,76
711;5670;70;380;6,5;1;16;60;4;13;1,756
712;5640;70;390;7,5;0,9;16;60;2;12;1,731
713;5580;70;360;3,8;0,7;17;70;1;12;1,795
714;5570;69;360;6,7;0,4;15;60;1;13;1,797
715;5900;69;380;6,7;1,2;17;30;1;13;1,801
716;5450;70;360;7,4;0,9;16;80;3;13;1,778
717;5580;71;390;5,6;0,5;16;90;4;13;1,714
718;6170;71;370;7,3;0,6;16;70;4;13;1,744
719;5740;70;370;7,3;0,9;16;30;4;12;1,723
720;5300;70;360;5,8;0,7;16;30;5;13;1,807
721;5580;66;330;6,7;0,8;16;80;3;13;1,827
722;5810;65;330;7,6;1,5;16;70;5;13;1,881
723;5610;72;370;7,2;1,2;16;70;4;14;1,761
724;5670;68;350;7,8;1,1;16;10;1;12;1,854
726;5630;72;400;5,4;0,9;16;30;3;13;1,675
727;5750;71;370;6,9;0,4;17;60;3;13;1,744
728;5960;72;360;7,8;0,4;16;50;3;13;1,764
729;5910;72;380;6,3;1;18;10;4;13;1,733
730;5250;68;370;5,4;1,2;17;20;4;14;1,808
731;5410;68;380;4,3;1,1;18;20;4;14;1,761
732;6090;72;380;6;0,8;16;70;4;13;1,76
733;5450;67;370;5,4;0,8;17;60;2;12;1,766
734;5700;71;380;5,8;0,9;17;60;2;13;1,704
735;5380;71;370;7;0,9;17;50;2;13;1,748
736;5620;70;360;7,6;0,9;17;50;2;13;1,755
737;5680;71;380;6,9;0,8;17;40;2;13;1,718
739;5480;72;410;5,4;0,8;16;50;3;14;1,696
740;5000;68;350;7,3;1;17;70;2;13;1,8
741;5460;70;360;7,4;0,7;17;70;2;13;1,807
742;5880;71;380;6,6;0,7;16;70;3;13;1,73
743;5390;72;400;6;0,9;16;30;4;14;1,684
744;5630;71;380;5,6;1,1;15;40;2;13;1,73
745;5760;70;360;6;1;16;60;4;14;1,778
746;6150;72;370;5,4;0,9;16;50;4;14;1,718
747;5490;68;330;8,2;0,7;16;60;2;13;1,857
748;4800;69;360;5,7;1,3;14;60;4;13;1,785
749;5970;73;380;5,9;0,8;16;10;2;13;1,762
750;5720;71;370;6,9;0,6;17;70;2;12;1,739
751;5700;71;380;6,6;0,7;17;60;2;12;1,75
752;5770;69;380;5,3;0,8;16;40;2;12;1,716
753;5830;69;370;7;0,7;16;50;3;13;1,782
754;6010;71;370;7,3;0,7;16;80;4;13;1,788
755;5880;70;360;8,6;0,6;15;50;4;13;1,775
756;6110;71;360;8,4;0,8;18;50;4;14;1,814
757;5830;69;380;4,3;1,4;18;50;4;13;1,753
760;5600;70;380;5,4;0,8;16;50;4;13;1,771
761;5610;69;370;5,8;0,7;16;20;3;13;1,796
762;5690;70;380;6,1;0,7;17;40;3;12;1,784
763;5710;73;380;5,6;0,8;16;40;3;13;1,74
764;5820;72;390;6,1;0,9;17;70;3;13;1,731
765;6060;73;370;6,1;1;16;20;3;13;1,759
766;5220;70;390;5,8;1,2;18;20;4;14;1,733
767;5610;72;400;6,4;0,7;16;60;4;13;1,7
771;5840;72;380;8,4;1,2;17;70;2;13;1,743
772;5720;72;380;6,6;0,5;18;30;3;13;1,754
773;6040;74;400;6,4;0,4;17;30;4;13;1,696
774;5430;69;350;10,9;1,4;15;60;3;13;1,754
775;6090;68;340;8,8;1,6;15;50;3;13;1,794
776;5890;70;350;6,3;0,6;18;50;3;13;1,81
777;5130;71;370;6,6;0,6;18;50;2;13;1,783
778;5850;71;380;7,5;0,7;17;30;2;13;1,733
779;5250;70;390;5,8;1;16;10;3;13;1,743
780;5440;68;370;5,8;0,5;16;70;3;14;1,788
781;5870;70;370;6,9;0,5;17;60;4;14;1,792
782;5670;69;350;8,5;1,2;18;60;3;13;1,816
783;5610;68;360;7,2;0,6;16;60;3;13;1,793
784;5650;71;380;6,7;0,8;16;40;4;13;1,726
785;6410;78;420;6;0,6;18;20;5;9;1,625
786;5260;69;370;6;1,4;16;10;3;13;1,79
787;5890;75;430;4,6;0,8;24;40;3;14;1,641
788;5890;75;420;5,1;0,8;24;90;3;14;1,64
789;5740;74;420;4,8;0,8;24;20;3;14;1,639
790;5770;74;420;4,5;0,9;24;10;4;14;1,661
791;5290;70;370;7,2;1,2;16;40;4;14;1,751
792;5440;70;360;6,7;0,4;15;70;1;13;1,805
793;5890;68;350;8,8;0,9;16;70;5;14;1,77
794;5430;68;360;8,8;0,8;16;40;4;13;1,807
795;5220;69;340;9,8;1;17;60;1;13;1,784
796;5440;70;390;6,7;1,1;17;10;1;13;1,707
798;5150;68;360;5,7;0,9;17;50;3;13;1,757
799;5020;67;390;6,5;0,9;17;20;3;13;1,731
802;5280;70;380;5,3;0,7;16;100;2;11;1,725
803;5490;70;390;5,6;0,7;16;80;2;11;1,728
804;5690;69;370;5,7;0,6;16;70;3;14;1,768
805;5440;71;380;4;0,6;18;80;3;14;1,724
806;5740;70;380;5,4;0,7;18;60;3;14;1,736
807;5370;72;390;5,3;0,8;16;70;4;14;1,699
808;5160;68;360;7;1,2;17;40;4;14;1,767
809;5780;71;380;6,3;1;18;30;3;13;1,713
810;5340;70;370;6,8;0,9;15;60;4;14;1,776
811;5380;73;390;7,3;0,9;16;60;4;14;1,733
812;5710;70;360;6;1;16;50;3;13;1,744
813;5520;71;370;7,3;1;16;60;3;13;1,733
814;5520;68;350;6,7;0,8;17;80;3;13;1,768
815;5760;73;380;7,1;1,2;17;30;1;13;1,771
816;5500;69;370;7;0,8;16;80;3;13;1,761
817;5460;73;390;4,7;0,7;17;40;2;13;1,702
818;5740;71;380;5,8;0,8;20;70;2;12;1,733
819;5910;74;420;5,2;0,8;17;20;6;9;1,657
820;4890;74;410;4,8;0,9;17;20;5;12;1,653
821;6010;71;360;9,2;0,9;16;90;3;13;1,776
822;5340;67;340;10;1;17;60;2;13;1,838
823;5820;70;370;4,6;0,9;16;60;3;14;1,769
824;5760;71;390;5,1;1,1;16;70;3;14;1,727
825;6000;73;370;9;0,8;17;90;3;13;1,718
826;5950;71;380;6,2;0,8;17;70;3;13;1,736
827;5700;72;380;7,3;0,8;17;80;4;13;1,738
828;5710;71;400;5,5;1;17;60;2;12;1,694
829;5570;69;370;6,6;1,1;17;70;4;14;1,751
830;5450;71;400;5,3;1,2;16;70;4;14;1,695
831;6040;74;400;7;0,6;15;40;4;13;1,695
832;6230;73;400;7,3;0,7;15;40;4;13;1,72
833;4970;67;350;8,5;1,1;17;10;2;12;1,794
834;5690;70;390;5,1;0,8;15;70;1;12;1,724
836;5800;75;400;8,1;0,7;17;50;4;14;1,687
837;5800;74;390;6,6;0,7;17;20;4;14;1,729
838;5700;66;330;8,6;1,4;18;80;2;13;1,832
839;5940;71;390;7,2;1;18;60;2;13;1,736
840;5160;71;390;7,1;1,3;19;70;3;13;1,724
841;5430;71;370;7,9;1,2;19;70;3;13;1,748
842;5680;74;380;7,2;1;16;60;3;14;1,716
843;5390;71;400;4,3;0,9;15;50;4;13;1,691
844;5670;70;380;4,9;0,6;18;30;4;13;1,735
